3,801010,农林牧渔,\N
4,801020,采掘,\N
5,801030,化工,\N
6,801040,钢铁,\N
7,801050,有色金属,\N
8,801080,电子元器件,\N
9,801110,家用电器,\N
10,801120,食品饮料,\N
11,801130,纺织服装,\N
12,801140,轻工制造,\N
13,801150,医药生物,\N
14,801160,公用事业,\N
15,801170,交通运输,\N
16,801180,房地产,\N
17,801200,商业贸易,\N
18,801210,餐饮旅游,\N
19,801230,综合,\N
20,801710,建筑材料,\N
21,801720,建筑装饰,\N
22,801730,电气设备,\N
23,801740,国防军工,\N
24,801750,计算机,\N
25,801760,传媒,\N
26,801770,通信,\N
27,801780,银行,\N
28,801790,非银金融,\N
29,801880,汽车,\N
30,801890,机械设备,\N
